0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,Classe
0.0,0.0,0.31817691096554984,-0.0465857131391518,0.6405075095126015,-0.47232957530540653,0.7623073835289003,-0.937028166685921,0.9163630314055458,-1.192779279120419,0.5493319402798412,-0.9619022030209216,0.5871490833628407,-1.329774435264219,0.4724366496308945,-0.9367068389400585,0.4286850534964142,-0.7093290607576817,0.3013837383535286,-1.006453294437005,0.32579982764674076,-1.298177660921797,0.25290557556536636,-0.791522120822111,0.2525148904775537,-0.6266725008733318,0.07391690618224307,-1.0111129134449073,0.07212513992539887,-1.264407078710112,0.04255895368419458,-0.781602030304669,0.06013396793413531,-0.6433188915577517,-0.15871463826815557,-0.9873244976194039,-0.14648689697459086,-1.1512421937666026,-0.13721092872045595,-0.7910819845781044,-0.11552135825943384,-0.6764386986493108,A
0.0,0.0,0.29916667370247135,-0.0950520322062728,0.5747640804283534,-0.49603161563870346,0.6908583266305494,-0.9493035158584481,0.8433834824279572,-1.2302942833035653,0.5133587613712305,-1.0100193079352007,0.4938321763213063,-1.3497560279436587,0.38031030021817286,-0.9691040823856492,0.3583552996769361,-0.7332393946588709,0.27159484500036596,-1.045386096754858,0.23184949749235134,-1.3230341550573472,0.17263067742867988,-0.8296927236317023,0.21293318643477618,-0.6618078710332457,0.043082184134153115,-1.0329059078621863,-0.013112549783321622,-1.293453146178268,-0.027864934834852424,-0.8276537651189014,0.02722664945854054,-0.6717762858819581,-0.18497080940153712,-0.9827440153312256,-0.21875092741642493,-1.1682696995872557,-0.19940210292094424,-0.836903758127349,-0.14965926381221856,-0.7060278162603475,A
0.0,0.0,0.34574034408612625,-0.05974862608923316,0.67193384076297,-0.4520500936795612,0.8254516842679976,-0.8723617440431608,0.9807066165825553,-1.1368115931563445,0.5919564283738873,-0.9285280789460822,0.693670335455184,-1.2656045268419283,0.5885016063984201,-0.9236037251791498,0.5054667508824428,-0.6829204676530409,0.370375480077966,-1.0004725784322914,0.44995048756737743,-1.2963000110862728,0.3507471464785295,-0.8264498366287557,0.2995911428975062,-0.6116987570897334,0.1382642061693849,-1.018805687969857,0.19721978555759154,-1.267780111875509,0.13673136752152698,-0.8028965848702339,0.1075894677529798,-0.622197429274197,-0.11215878982527794,-0.9936902967549442,-0.04174049887696673,-1.1634792855999656,-0.05170983163720135,-0.8288759221878427,-0.0650503614376007,-0.7037598656927586,A
0.0,0.0,0.36010937099039364,-0.07215066833074724,0.6947338747199844,-0.4514407376940579,0.8451350754188863,-0.8657337071297592,1.004237976844946,-1.1173017451734837,0.6111787366086293,-0.9253272802693826,0.7233130398736448,-1.283192514430391,0.5994823393760894,-0.9119058269350571,0.5072077541879151,-0.657242049107565,0.3832482817406283,-0.9991426671130662,0.48033667518917644,-1.2857679534250197,0.37296349570897724,-0.8187381567001666,0.3130528174838395,-0.6193850923508597,0.1504825011632888,-1.0199879730842343,0.23181357800331334,-1.289359703681827,0.16407764689492643,-0.8357460363864008,0.12359400855894478,-0.6678934081744119,-0.0995605708710839,-0.9950315033846033,-0.0008446153292031744,-1.1830765937295868,-0.018142980576459418,-0.8566607749506195,-0.04879414296778812,-0.7307460984293742,A
0.0,0.0,0.3444050491080646,-0.104177486489347,0.6551572678468878,-0.5154278793293573,0.7736006909097531,-0.9581879216919452,0.9249588364154155,-1.2180983994027896,0.5517364531429785,-0.9901579993818923,0.6177429772344198,-1.359132704930641,0.5037246445835871,-0.9634703956034757,0.44003182205555125,-0.712157763627385,0.30782390893365397,-1.0361741375190765,0.3592033349074477,-1.3454921591996187,0.28072612168406574,-0.8402511697026842,0.2584513806261292,-0.6428489846909313,0.07099586688820765,-1.0311465553960004,0.0978237556369816,-1.3011552165950955,0.06219893210281208,-0.8198290350757902,0.05578183957603806,-0.6560089821439384,-0.17552228723013127,-0.9844754576349292,-0.13113020885278917,-1.182759481529285,-0.12066586158295606,-0.8389650388730214,-0.11961239037528841,-0.7104618939698798,A
0.0,0.0,0.3134842662486592,-0.06228967852365385,0.5847268881168215,-0.31559667648169537,0.5850871568392778,-0.5970234044819712,0.39249136109031457,-0.6237421502357668,0.5019071770833456,-1.0029983281984776,0.5985852978659735,-1.4142401546720857,0.6389107937302199,-1.6861032697117015,0.6656140499334798,-1.9389250802779678,0.3304482397651854,-1.091134417435766,0.43433173499693756,-1.5617474177671216,0.4954848449712948,-1.8870475687393127,0.5377848029538078,-2.1718529321714044,0.15811988308696504,-1.0817838313524712,0.2499955142835476,-1.524980691695919,0.32318418725403214,-1.812699092893728,0.3809434455910476,-2.060989298778315,-0.03309460921423985,-0.9994522233908716,0.02939041987616821,-1.3624248746805823,0.09447322882139401,-1.5870021276502984,0.15994072530992032,-1.79242600469279,B
0.0,0.0,0.2838269094224355,-0.11491003256647721,0.521749539231044,-0.36197696309958716,0.4441665174667682,-0.6287136526102896,0.24706358399501954,-0.7088283075184459,0.37625636607332413,-1.0827753330944685,0.42005356445087366,-1.5252007797374745,0.4168596835089976,-1.823932848913561,0.40439396665128535,-2.101502419751794,0.17163114846219618,-1.1478640319768072,0.22360123465828538,-1.6632162281397034,0.2452515940695338,-2.0079956528937277,0.2615010994327802,-2.3053817719556546,-0.015833388565350513,-1.105610000245812,0.01691239496306741,-1.586422072505007,0.05245450904541894,-1.8967404983518235,0.08674066279815117,-2.1655012474483692,-0.21091615910519665,-0.9775041554020686,-0.1907991100981814,-1.3600776393153464,-0.15348168048037572,-1.5970921195407977,-0.10773477984277184,-1.8187923830347832,B
0.0,0.0,0.29831983452692074,-0.07651565259315408,0.5755182682154208,-0.350588515212688,0.587633380583124,-0.6551062226242921,0.3845083508823364,-0.6919713843763359,0.47797516925716105,-1.0294467693114262,0.5617097045250697,-1.4448659526807732,0.5913554159016138,-1.7230334515411674,0.6102848295463933,-1.979760690977974,0.3016979378106678,-1.1127894018316309,0.3950607723323473,-1.580527318169105,0.44479968388113605,-1.9032253580923228,0.47492529162087554,-2.19358025654863,0.12828645972546435,-1.0938694498659365,0.2089420700022963,-1.5323476913335379,0.27150051592667257,-1.8160774274776796,0.3180441238316381,-2.073168090008144,-0.06272913461507115,-0.9980305885444816,-0.009409261382951195,-1.3501660882875806,0.05141902190392687,-1.5712389770448614,0.11264734498252224,-1.7813530652354268,B
0.0,0.0,0.28524076108553786,-0.1427406526479889,0.5195773081772422,-0.4487344609432839,0.4207554465611008,-0.728810776012297,0.1909895258299105,-0.7190093630692839,0.3282894884355758,-1.148485014529091,0.3459763605946379,-1.5979118991638557,0.3247011797217433,-1.9015956239524614,0.2942124874106369,-2.187048579395066,0.11349443800164097,-1.1915475827166344,0.13101736782680198,-1.7068117995650163,0.12943655327557352,-2.0592255814104754,0.11969260367172094,-2.3776572435584464,-0.07499748483689408,-1.12220727771146,-0.07725096409088852,-1.600684171189176,-0.05866061933190029,-1.9246473001826963,-0.04472547322328713,-2.2205271789695096,-0.26940846569815735,-0.9630260010042121,-0.28122119096584514,-1.3498693911418185,-0.25995684412782555,-1.6057699630670488,-0.23171179930338207,-1.8535796586568387,B
0.0,0.0,0.2919528113838323,-0.13929675132111957,0.5253870546984852,-0.41910773791921385,0.42584102378446037,-0.6791135965885998,0.21817455381717293,-0.7132397577936833,0.3675505705175345,-1.1110368567863074,0.40865727815653013,-1.5559784909924956,0.4036984312617707,-1.8558284640514753,0.3864105513433542,-2.1363551287374585,0.15925387795634469,-1.1690210711846194,0.20700650138995927,-1.6832997055137164,0.22247431937743795,-2.0321105399578983,0.22965846469319776,-2.337598520952369,-0.03020020505977009,-1.1158868062974732,-0.0042136096114098135,-1.595834186235919,0.028008621866451842,-1.9120316552035344,0.05601803758175492,-2.1890956445943894,-0.22666981055624297,-0.9739716612830155,-0.2127503714046129,-1.3620031118896287,-0.17800486800458828,-1.6069002524342442,-0.13677898964392404,-1.8370789683069517,B
